Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,Salinity,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-01-02,,1.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.4,2000.0,17.78,,,,
2000-01-03,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.5,,,,
2000-01-04,,1.0,27.0,,0.56,3.99,,0.8,,,40.75,,3.49,5.3,2000.0,18.27,,,,
2000-01-05,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.45,,,18.0,
2000-01-06,,1.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.7,2000.0,18.13,,,,
2000-01-07,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.88,,,,
2000-01-08,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.93,,,,
2000-01-09,,1.0,,,0.56,3.99,,0.7,,,40.75,,3.49,3.5,2000.0,18.18,,,,
2000-01-10,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.15,,,18.0,
2000-01-11,,1.0,24.0,,0.56,3.99,,0.7,,,40.75,,3.49,5.4,2000.0,18.66,,,,
2000-01-12,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.22,,,,
2000-01-13,,1.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.2,2000.0,18.12,,,,
2000-01-14,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.0,,,,
2000-01-15,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.62,,,,
2000-01-16,,1.0,,,0.56,3.99,,0.6,,,40.75,,3.49,5.2,2000.0,23.65,,,,
2000-01-17,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.94,,,18.0,
2000-01-18,,1.0,18.0,,0.56,3.99,,0.7,,,40.75,,3.49,4.9,2000.0,26.22,,,,
2000-01-19,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.04,,,,
2000-01-20,,1.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2000.0,20.28,,,,
2000-01-21,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.1,,,,
2000-01-22,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.53,,,,
2000-01-23,,1.0,,,0.56,3.99,,0.6,,,40.75,,3.49,9.4,2000.0,29.84,,,,
2000-01-24,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,57.14,,,,
2000-01-25,,1.0,11.0,,0.56,3.99,,0.9,,,40.75,,3.49,3.4,2000.0,37.55,,,,
2000-01-26,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,27.27,,,,
2000-01-27,,1.0,,,0.56,3.99,,0.9,,,40.75,,3.49,3.6,2000.0,23.02,,,,
2000-01-28,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.47,,,18.4,
2000-01-29,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.69,,,,
2000-01-30,,1.0,20.0,,0.56,3.99,,0.8,,,40.75,,3.49,13.0,2000.0,22.73,,,,
2000-01-31,,1.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.52,,,,
2000-02-01,,2.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.2,2000.0,20.84,,,,
2000-02-02,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.38,,,18.9,
2000-02-03,,2.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2000.0,21.87,,,,
2000-02-04,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.72,,,,
2000-02-05,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.84,,,,
2000-02-06,,2.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2000.0,21.31,,,,
2000-02-07,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.64,,,,
2000-02-08,,2.0,24.0,,0.56,3.99,,0.9,,,40.75,,3.49,4.4,2000.0,20.24,,,,
2000-02-09,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.89,,,,
2000-02-10,,2.0,,,0.56,3.99,,0.8,,,40.75,,3.49,2.9,2000.0,23.18,,,,
2000-02-11,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,32.26,,,18.7,
2000-02-12,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,33.46,,,,
2000-02-13,,2.0,,,0.56,3.99,,0.5,,,40.75,,3.49,8.6,2000.0,44.79,,,,
2000-02-14,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,46.47,,,,
2000-02-15,,2.0,12.0,,0.56,3.99,,0.8,,,40.75,,3.49,3.2,2000.0,32.11,,,,
2000-02-16,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,28.76,,,,
2000-02-17,,2.0,,,0.56,3.99,,0.9,,,40.75,,3.49,4.0,2000.0,26.57,,,,
2000-02-18,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,24.26,,,18.3,
2000-02-19,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,22.38,,,,
2000-02-20,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,22.5,,,,
2000-02-21,,2.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.2,2000.0,25.57,,,,
2000-02-22,,2.0,16.0,,0.56,3.99,,0.7,,,40.75,,3.49,11.0,2000.0,27.86,,,,
2000-02-23,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,38.17,,,,
2000-02-24,,2.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.6,2000.0,30.52,,,,
2000-02-25,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,26.39,,,18.4,
2000-02-26,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,25.69,,,,
2000-02-27,,2.0,,,0.56,3.99,,0.6,,,40.75,,3.49,5.2,2000.0,37.68,,,,
2000-02-28,,2.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,30.12,,,,
2000-02-29,,2.0,15.0,,0.56,3.99,,0.7,,,40.75,,3.49,5.6,2000.0,30.36,,,,
2000-03-01,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,26.92,,,,
2000-03-02,,3.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.8,2000.0,25.66,,,,
2000-03-03,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,25.34,,,18.1,
2000-03-04,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,25.87,,,,
2000-03-05,,3.0,,,0.56,3.99,,0.7,,,40.75,,3.49,5.5,2000.0,30.92,,,,
2000-03-06,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,25.61,,,,
2000-03-07,,3.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.0,2000.0,24.73,,,,
2000-03-08,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,34.36,,,,
2000-03-09,,3.0,14.0,,0.56,3.99,,0.6,,,40.75,,3.49,5.6,2000.0,36.08,,,,
2000-03-10,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,29.23,,,17.5,
2000-03-11,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,26.25,,,,
2000-03-12,,3.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.8,2000.0,24.94,,,,
2000-03-13,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,24.0,,,,
2000-03-14,,3.0,21.0,,0.56,3.99,,0.9,,,40.75,,3.49,6.0,2000.0,23.16,,,,
2000-03-15,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,22.7,,,,
2000-03-16,,3.0,,,0.56,3.99,,0.9,,,40.75,,3.49,6.6,2000.0,22.12,,,18.9,
2000-03-17,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.8,,,,
2000-03-18,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.24,,,,
2000-03-19,,3.0,,,0.56,3.99,,0.8,,,40.75,,3.49,11.0,2000.0,21.62,,,,
2000-03-20,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.89,,,,
2000-03-21,,3.0,23.0,,0.56,3.99,,0.8,,,40.75,,3.49,3.8,2000.0,20.81,,,,
2000-03-22,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,21.14,,,,
2000-03-23,,3.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.2,2000.0,20.39,,,,
2000-03-24,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.54,,,18.5,
2000-03-25,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.24,,,,
2000-03-26,,3.0,,,0.56,3.99,,0.8,,,40.75,,3.49,6.2,2000.0,20.03,,,,
2000-03-27,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.57,,,,
2000-03-28,,3.0,21.0,,0.56,3.99,,0.8,,,40.75,,3.49,6.3,2000.0,20.71,,,,
2000-03-29,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.88,,,,
2000-03-30,,3.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.8,2000.0,20.29,,,,
2000-03-31,,3.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.09,,,18.0,
2000-04-01,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.08,,,,
2000-04-02,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,8.0,2000.0,19.74,,,,
2000-04-03,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,6.9,2000.0,20.47,,,18.0,
2000-04-04,,4.0,22.0,,0.56,3.99,,0.8,,,40.75,,3.49,4.6,2000.0,19.93,,,,
2000-04-05,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.0,2000.0,19.93,,,,
2000-04-06,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.16,,,,
2000-04-07,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.13,,,,
2000-04-08,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.35,,,,
2000-04-09,,4.0,,,0.56,3.99,,0.7,,,40.75,,3.49,3.8,2000.0,20.08,,,,
2000-04-10,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.94,,,,
2000-04-11,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,12.0,2000.0,19.89,,,,
2000-04-12,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.29,,,,
2000-04-13,,4.0,22.0,,0.56,3.99,,0.8,,,40.75,,3.49,5.4,2000.0,21.04,,,,
2000-04-14,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.51,,,18.1,
2000-04-15,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.99,,,,
2000-04-16,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.4,2000.0,20.03,,,,
2000-04-17,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,23.13,,,18.2,
2000-04-18,,4.0,23.0,,0.56,3.99,,0.8,,,40.75,,3.49,3.4,2000.0,20.62,,,,
2000-04-19,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.89,,,,
2000-04-20,,4.0,,,0.56,3.99,,0.9,,,40.75,,3.49,6.9,2000.0,19.64,,,,
2000-04-21,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.98,,,,
2000-04-22,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.85,,,,
2000-04-23,,4.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.2,2000.0,19.53,,,,
2000-04-24,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.8,2000.0,20.23,,,19.0,
2000-04-25,,4.0,23.0,,0.56,3.99,,0.8,,,40.75,,3.49,3.1,2000.0,19.96,,,,
2000-04-26,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.74,,,,
2000-04-27,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.3,2000.0,20.19,,,,
2000-04-28,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.73,,,,
2000-04-29,,4.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.26,,,,
2000-04-30,,4.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.6,2000.0,19.43,,,,
2000-05-01,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.4,,,,
2000-05-02,,5.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.0,2000.0,19.21,,,,
2000-05-03,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.25,,,,
2000-05-04,,5.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.0,2000.0,19.31,,,,
2000-05-05,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.37,,,20.0,
2000-05-06,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.16,,,,
2000-05-07,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,2.8,2000.0,19.49,,,,
2000-05-08,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.49,,,,
2000-05-09,,5.0,,,0.56,3.99,,0.8,,,40.75,,3.49,6.0,2000.0,19.83,,,,
2000-05-10,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.46,,,,
2000-05-11,,5.0,,,0.56,3.99,,0.8,,,40.75,,3.49,7.2,2000.0,19.78,,,,
2000-05-12,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.46,,,,
2000-05-13,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.11,,,,
2000-05-14,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,5.0,2000.0,18.7,,,,
2000-05-15,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.76,,,21.0,
2000-05-16,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.0,2000.0,20.24,,,,
2000-05-17,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,3.2,2000.0,19.58,,,,
2000-05-18,,5.0,26.0,,0.56,3.99,,0.7,,,40.75,,3.49,5.4,2000.0,19.61,,,,
2000-05-19,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.63,,,,
2000-05-20,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.13,,,,
2000-05-21,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.4,2000.0,19.1,,,,
2000-05-22,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,5.0,2000.0,19.64,,,22.0,
2000-05-23,,5.0,26.0,,0.56,3.99,,0.7,,,40.75,,3.49,4.0,2000.0,19.56,,,,
2000-05-24,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,5.0,2000.0,19.45,,,,
2000-05-25,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,5.0,2000.0,18.58,,,,
2000-05-26,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.31,,,,
2000-05-27,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.55,,,,
2000-05-28,,5.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.95,,,,
2000-05-29,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.3,2000.0,19.21,,,,
2000-05-30,,5.0,23.0,,0.56,3.99,,0.7,,,40.75,,3.49,5.5,2000.0,19.94,,,,
2000-05-31,,5.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.0,2000.0,19.96,,,22.0,
2000-06-01,,6.0,,,0.56,3.99,,0.7,,,40.75,,3.49,5.2,2000.0,19.54,,,,
2000-06-02,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.71,,,,
2000-06-03,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.0,,,,
2000-06-04,,6.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.6,2000.0,19.18,,,,
2000-06-05,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,20.13,,,22.0,
2000-06-06,,6.0,24.0,,0.56,3.99,,0.7,,,40.75,,3.49,4.8,2000.0,19.58,,,,
2000-06-07,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.63,,,,
2000-06-08,,6.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.0,2000.0,19.78,,,,
2000-06-09,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.23,,,,
2000-06-10,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.86,,,,
2000-06-11,,6.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.5,2000.0,19.1,,,,
2000-06-12,,6.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.6,2000.0,19.69,,,22.0,
2000-06-13,,6.0,26.0,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2000.0,19.51,,,,
2000-06-14,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.23,,,,
2000-06-15,,6.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.2,2000.0,19.76,,,,
2000-06-16,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.49,,,,
2000-06-17,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.73,,,,
2000-06-18,,6.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.6,2000.0,18.0,,,,
2000-06-19,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.81,,,23.0,
2000-06-20,,6.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.0,2000.0,19.41,,,,
2000-06-21,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.38,,,,
2000-06-22,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.49,,,,
2000-06-23,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.05,,,,
2000-06-24,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.06,,,,
2000-06-25,,6.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.0,2000.0,19.36,,,,
2000-06-26,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.96,,,24.0,
2000-06-27,,6.0,23.0,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2000.0,19.36,,,,
2000-06-28,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.26,,,,
2000-06-29,,6.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.4,2000.0,19.54,,,,
2000-06-30,,6.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.25,,,,
2000-07-01,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.93,,,,
2000-07-02,,7.0,,,0.56,3.99,,0.9,,,40.75,,3.49,5.2,2000.0,17.64,,,,
2000-07-03,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.1,,,23.0,
2000-07-04,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.7,,,,
2000-07-05,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.99,,,,
2000-07-06,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,7.0,2000.0,19.2,,,,
2000-07-07,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.26,,,,
2000-07-08,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.03,,,,
2000-07-09,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.8,2000.0,18.88,,,,
2000-07-10,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.56,,,23.0,
2000-07-11,,7.0,23.0,,0.56,3.99,,0.8,,,40.75,,3.49,4.6,2000.0,19.16,,,,
2000-07-12,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.49,,,,
2000-07-13,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.4,2000.0,19.74,,,,
2000-07-14,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.25,,,,
2000-07-15,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.83,,,,
2000-07-16,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,2.2,2000.0,18.45,,,,
2000-07-17,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.43,,,23.0,
2000-07-18,,7.0,22.0,,0.56,3.99,,0.8,,,40.75,,3.49,4.0,2000.0,19.13,,,,
2000-07-19,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.46,,,,
2000-07-20,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,2.7,2000.0,19.45,,,,
2000-07-21,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.33,,,,
2000-07-22,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.81,,,,
2000-07-23,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.0,2000.0,18.61,,,,
2000-07-24,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.46,,,24.0,
2000-07-25,,7.0,21.0,,0.56,3.99,,0.8,,,40.75,,3.49,3.6,2000.0,19.05,,,,
2000-07-26,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.3,,,,
2000-07-27,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.9,2000.0,19.35,,,,
2000-07-28,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.91,,,,
2000-07-29,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.47,,,,
2000-07-30,,7.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.6,2000.0,18.13,,,,
2000-07-31,,7.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.38,,,23.0,
2000-08-01,,8.0,24.0,,0.56,3.99,,0.8,,,40.75,,3.49,4.9,2000.0,19.01,,,,
2000-08-02,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.43,,,,
2000-08-03,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.8,2000.0,19.49,,,,
2000-08-04,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.76,,,,
2000-08-05,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.43,,,,
2000-08-06,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.7,2000.0,18.43,,,,
2000-08-07,,8.0,21.0,,0.56,3.99,,0.7,,,40.75,,3.49,3.8,2000.0,18.5,,,23.0,
2000-08-08,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.85,,,,
2000-08-09,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.13,,,,
2000-08-10,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.9,2000.0,18.2,,,,
2000-08-11,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.6,,,,
2000-08-12,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.1,,,,
2000-08-13,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.4,2000.0,18.23,,,,
2000-08-14,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.42,,,23.0,
2000-08-15,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.0,2000.0,18.38,,,,
2000-08-16,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.68,,,,
2000-08-17,,8.0,21.0,,0.56,3.99,,0.8,,,40.75,,3.49,2.3,2000.0,18.42,,,,
2000-08-18,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.18,,,,
2000-08-19,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.23,,,,
2000-08-20,,8.0,21.0,,0.56,3.99,,0.8,,,40.75,,3.49,2.9,2000.0,18.1,,,,
2000-08-21,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.93,,,23.0,
2000-08-22,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.8,2000.0,18.63,,,,
2000-08-23,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.13,,,,
2000-08-24,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,5.5,2000.0,18.52,,,,
2000-08-25,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.93,,,,
2000-08-26,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.52,,,,
2000-08-27,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.2,2000.0,17.82,,,,
2000-08-28,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,19.31,,,24.0,
2000-08-29,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.1,2000.0,18.83,,,,
2000-08-30,,8.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.3,,,,
2000-08-31,,8.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2000.0,18.27,,,,
2000-09-01,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.83,,,,
2000-09-02,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.22,,,,
2000-09-03,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.07,,,,
2000-09-04,,9.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.1,2000.0,18.47,,,,
2000-09-05,,9.0,22.0,,0.56,3.99,,0.7,,,40.75,,3.49,3.8,2000.0,18.57,,,,
2000-09-06,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.55,,,23.0,
2000-09-07,,9.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.6,2000.0,18.57,,,,
2000-09-08,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.2,,,,
2000-09-09,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.45,,,,
2000-09-10,,9.0,,,0.56,3.99,,0.8,,,40.75,,3.49,3.2,2000.0,18.23,,,,
2000-09-11,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.55,,,23.0,
2000-09-12,,9.0,,,0.56,3.99,,0.8,,,40.75,,3.49,2.7,2000.0,18.38,,,,
2000-09-13,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.47,,,,
2000-09-14,,9.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.1,2000.0,18.45,,,,
2000-09-15,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.3,,,,
2000-09-16,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,17.97,,,,
2000-09-17,,9.0,,,0.56,3.99,,0.7,,,40.75,,3.49,4.7,2000.0,18.13,,,,
2000-09-18,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.12,,,24.0,
2000-09-19,,9.0,,,0.56,3.99,,0.8,,,40.75,,3.49,4.4,2000.0,18.33,,,,
2000-09-20,,9.0,,,0.56,3.99,,,,,40.75,,3.49,,2000.0,18.58,,,,
